time_s,velocity_ms,velocity_kmh,dist_in_lap_m,lap_num,elevation_m,grade,P_elec_W
0.2,0.3295855740010284,1.1865080664037022,0.0,1,205.36240680472147,0.003071185299855556,400.0
0.4,0.7611482326610304,2.7401336375797096,0.07644046688833668,1,205.36264814705032,0.0030828269947182733,600.0
0.6000000000000001,1.1767417895618213,4.236270442422557,0.22931894654411922,1,205.3631308239597,0.0031061100106871404,800.0
0.8,1.5763662447034013,5.674918480932245,0.4586235087187667,1,205.36385479778278,0.003141032530814678,1000.0
1.0,1.96002159808577,7.056077753108772,0.7643327494806822,1,205.36482000094173,0.003187591295334814,1000.0
1.2,2.3277078497089283,8.379748258952143,1.1464157966587534,1,205.3660446638841,0.003243957784419628,1000.0
1.4,2.679424999572875,9.645929998462352,1.6048323182814601,1,205.36754938672843,0.003308063258596887,1000.0
1.5999999999999999,3.015173047677611,10.854622971639401,2.139533249672496,1,205.3693209664328,0.0033811493983474015,1000.0
1.7999999999999998,3.334951994023136,12.00582717848329,2.750461616904726,1,205.37139835963484,0.0034591958508642722,1000.0
1.9999999999999998,3.6387618386094496,13.099542618994018,3.428638255411305,1,205.37375188445364,0.003540807684794732,1000.0
2.1999999999999997,3.926602581436507,14.135769293171425,4.1669471941861245,1,205.37636145013894,0.00362457437359734,1000.0
2.4,4.19789708537348,15.112429507344528,4.960105057027472,1,205.37922840975895,0.003707592004658486,1000.0
2.6,4.450485149025137,16.021746536490493,5.803976022459365,1,205.38235608043843,0.003787079666275979,1000.0
2.8000000000000003,4.684953385082119,16.86583218629563,6.695202160471154,1,205.38572522913455,0.0038631768750422,1000.0
3.0000000000000004,4.902469730507994,17.64889102982878,7.63098326365955,1,205.38933276925496,0.0039344165935119345,1000.0
3.2000000000000006,5.104809039181349,18.37731254105286,8.608935167781802,1,205.39317437165604,0.003999572747104295,1000.0
3.400000000000001,5.294375731984701,19.059752635144925,9.626994799193097,1,205.39724442505945,0.00405762508841337,1000.0
3.600000000000001,5.47422472770293,19.70720901973055,10.683353471598549,1,205.4015360324769,0.004107732814047462,1000.0
3.800000000000001,5.648080091248094,20.333088328493137,11.776408434088673,1,205.40604102715525,0.004149214110797589,1000.0
4.000000000000001,5.816330050565158,20.93878818203457,12.904726689438537,1,205.4107499989866,0.004181529880083407,1000.0
4.200000000000001,5.9792334256860125,21.525240332469647,14.067017337363273,1,205.4156544201829,0.004203754490071057,1000.0
4.400000000000001,6.137122943710867,22.093642597359125,15.26211000657429,1,205.4207425052625,0.004215222626384165,1000.0
4.600000000000001,6.29033925945339,22.645221334032204,16.488937941772033,1,205.42599691853886,0.0042165643935358375,1000.0
4.800000000000002,6.439206811449145,23.181144521216922,17.74652435159301,1,205.43140291371014,0.004207740769720587,1000.0
5.000000000000002,6.584027823277135,23.702500163797687,19.033970811953168,1,205.43694453098283,0.0041886061055933805,1000.0
5.200000000000002,6.726623927107358,24.21584613758649,20.35044792910869,1,205.44260121159306,0.004157970557706259,1000.0
5.400000000000002,6.867873024931349,24.724342889752858,21.695187604399315,1,205.44835394273113,0.004117673670077463,1000.0
5.600000000000002,7.007856624059363,25.228283846613706,23.06747694704546,1,205.45418108291219,0.004067753280309889,1000.0
5.8000000000000025,7.145988424169947,25.72555832701181,24.466651983453755,1,205.4600500487204,0.004007623575915183,1000.0
6.000000000000003,7.281130260979575,26.21206893952647,25.892092901363608,1,205.46572922071508,0.003950941006459683,1000.0
6.200000000000003,7.410179515608797,26.67664625619167,27.34322020099161,1,205.47162381902095,0.0038838583335066386,1000.0
6.400000000000003,7.530504829020493,27.109817384473775,28.819485799646525,1,205.47734252363145,0.0038056725622837005,1000.0
